,method,Test Accuracy
0,AdaBoostClassifier,0.6963574262394601
1,Attention selective,0.8331342051618719
2,FeaturePermutation selective,0.8675780326583163
3,IntegratedGradients selective,0.8727568985319719
4,Random selective,0.7898294474993043
5,RandomForestClassifier,0.8697983744649234
6,Rollout selective,0.8124864828328204
7,RotationForest,0.8788711267559915
8,SimpleGCR selective,0.8616964675501458
