,classifier_name,dataset_name,accuracy
206,Attention 2nd-Order r.avg. (old),SyntheticControl,0.9326666666666666
207,Attention 2nd-Order r.avg. (old),ToeSegmentation1,0.8245614035087719
208,Attention 2nd-Order r.avg. (old),ToeSegmentation2,0.8323076923076922
209,Attention 2nd-Order r.avg. (old),Trace,0.964
210,Attention 2nd-Order r.avg. (old),TwoLeadECG,0.8532045654082528
211,Attention 2nd-Order r.avg. (old),TwoPatterns,0.5376999999999998
212,Attention 2nd-Order r.avg. (old),UMD,0.9069444444444444
213,Attention 2nd-Order r.avg. (old),Wine,1.0
214,FeaturePermutation 1st-Order r.avg.,Adiac,0.620460358056266
215,FeaturePermutation 1st-Order r.avg.,ArrowHead,0.7267142857142856
216,FeaturePermutation 1st-Order r.avg.,BME,0.975
217,FeaturePermutation 1st-Order r.avg.,Beef,0.8175
218,FeaturePermutation 1st-Order r.avg.,CBF,0.9571666666666667
219,FeaturePermutation 1st-Order r.avg.,Chinatown,0.8905247813411079
220,FeaturePermutation 1st-Order r.avg.,ChlorineConcentration,0.5592838541666667
221,FeaturePermutation 1st-Order r.avg.,Coffee,0.9339285714285714
222,FeaturePermutation 1st-Order r.avg.,CricketY,0.5896153846153847
223,FeaturePermutation 1st-Order r.avg.,DiatomSizeReduction,0.89109477124183
224,FeaturePermutation 1st-Order r.avg.,DistalPhalanxOutlineAgeGroup,0.55
225,FeaturePermutation 1st-Order r.avg.,DistalPhalanxOutlineCorrect,0.8379528985507246
226,FeaturePermutation 1st-Order r.avg.,DistalPhalanxTW,0.6951438848920863
227,FeaturePermutation 1st-Order r.avg.,ECG200,0.48
228,FeaturePermutation 1st-Order r.avg.,ECG5000,0.15435555555555555
229,FeaturePermutation 1st-Order r.avg.,ECGFiveDays,0.8099012775842044
230,FeaturePermutation 1st-Order r.avg.,FaceAll,0.6703254437869822
231,FeaturePermutation 1st-Order r.avg.,FaceFour,0.8920454545454546
232,FeaturePermutation 1st-Order r.avg.,FacesUCR,0.5045365853658537
233,FeaturePermutation 1st-Order r.avg.,FiftyWords,0.3029120879120879
234,FeaturePermutation 1st-Order r.avg.,Fish,0.7544285714285714
235,FeaturePermutation 1st-Order r.avg.,FreezerRegularTrain,0.5347368421052632
236,FeaturePermutation 1st-Order r.avg.,GunPoint,0.8923333333333334
237,FeaturePermutation 1st-Order r.avg.,GunPointAgeSpan,0.8811708860759494
238,FeaturePermutation 1st-Order r.avg.,GunPointMaleVersusFemale,0.9878955696202532
